question,GT_sql,predicted_sql,execution_match
Which funding scheme provided the most funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) DESC LIMIT 1","SELECT funding_schemes.title AS funding_scheme, COUNT(projects.total_cost) AS number_of_funded_projects
FROM projects
JOIN funding_schemes ON projects.ec_fund_scheme = funding_schemes.code
GROUP BY funding_schemes.title
ORDER BY number_of_funded_projects DESC
LIMIT 1;",False
Which funding scheme provided the least funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) ASC LIMIT 1",SELECT MIN(funding_schemes.title) FROM funding_schemes;,False
Show the industrial partners that have worked on projects and the amount of funding they have recieved in order from most to least,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT member_short_name as Partner, SUM(ec_contribution) as Funding
FROM project_members
WHERE member_role = Industrial
GROUP BY partner
ORDER BY SUM(ec_contribution) DESC;",False
Show the amount of funding and corresponding list of industrial partners that have worked on projects in order from the most funding to the least funding,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC",[LLM ERROR],False
Show the title and the start year of the most recent projects,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT title, start_year FROM projects ORDER BY start_year DESC LIMIT 1;",False
Which projects have started most recently?,"SELECT p.title, p.start_year from projects as p order by start_year DESC",SELECT projects.title FROM projects ORDER BY start_year DESC LIMIT 1;,False
Show title and the starting year of the least recent projects,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT title, start_year FROM projects ORDER BY start_year ASC LIMIT 1;",False
Which projects have started the least recently?,"SELECT p.title, p.start_year from projects as p order by start_year ASC",SELECT T1.* FROM projects AS T1 ORDER BY T1.start_year ASC LIMIT 1;,False
What is the starting date of the first recorded project,SELECT p.start_date from projects as p order by start_date ASC,`SELECT MIN(projects.start_date) FROM projects;`,False
On which date did the first project start?,SELECT p.start_date from projects as p order by start_date ASC,SELECT MIN(projects.start_date) FROM projects;,False
Show the titles of all of the projects in the subject area of Climate change and Carbon cycle research,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research',SELECT T1.title FROM projects AS T1 JOIN project_subject_areas AS T2 ON T1.unics_id = T2.project WHERE T2.subject_area = Climate change and Carbon cycle research;,False
Show the titles of all of the projects that share the subject area code 'CCC,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research',SELECT T1.title FROM projects AS T1 JOIN project_subject_areas AS T2 ON T1.unics_id = T2.project WHERE T2.subject_area = CCC,False
List all of the possible roles that project members can have in projects,SELECT pmr.description from project_member_roles as pmr,[LLM ERROR],False
What are all of the ways that projects members can participate in projects?,SELECT pmr.description from project_member_roles as pmr,SELECT DISTINCT project_member_roles.code FROM project_member_roles;,False
How many erc panels are dedicated to Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.description = 'Life Sciences',SELECT COUNT(*) FROM erc_panels WHERE description LIKE %Life Sciences%;,False
Count the number of erc panels that are part of Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'LS',SELECT COUNT(*) FROM erc_panels WHERE part_of = Life Sciences,False
List all of the european research council panels related to social sciences and humanities,SELECT t1.description from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH',SELECT T1.code FROM erc_panels AS T1 WHERE T1.part_of = Social sciences and humanities,False
How many european research council panels are related to social sciences and humanities,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH',SELECT COUNT(*) FROM erc_panels WHERE erc_panels.part_of = Social Sciences and Humanities,False
Show all of the project members that are private for profit entities,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',[LLM ERROR],False
Which project members are businesses?,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',"SELECT T1.member_name, T1.activity_type FROM project_members AS T1 WHERE T1.activity_type = Business;",False
How many project members are businesses?,SELECT count(member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',SELECT COUNT(*) FROM project_members WHERE member_role = business,False
How many project members are Higher or Secondary Education Establishments?,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'HES',`SELECT COUNT(*) FROM project_members WHERE member_short_name LIKE %Education Establishment%;`,False
Count the number of project members that are Educational Establishments,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.description = 'Higher or Secondary Education Establishments',SELECT COUNT(*) FROM project_members WHERE member_short_name LIKE %Educational Establishment%,False
How many projects have been related to Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics',SELECT COUNT(*) FROM projects WHERE title LIKE %Robotics%,False
What is the number of projects that have been carried out in the subject area of Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics',SELECT COUNT(T1.unics_id) FROM projects AS T1 JOIN project_subject_areas AS T2 ON T1.unics_id = T2.project WHERE T2.subject_area = Robotics;,False
Which non-EU entity has recieved the most funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1",[LLM ERROR],False
Which entity located outside of the EU has received the most funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1",[LLM ERROR],False
Which non-EU entity has recieved the least funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1",[LLM ERROR],False
Which entity located outside of the EU has received the least funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1",[LLM ERROR],False
How many non-EU entities have participated in projects?,SELECT count(distinct t1.member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id  WHERE t1.geocode_regions_3 = 'NONEU',[LLM ERROR],False
Which entities that are located outside of the European Union have participated in projects?,SELECT distinct t1.member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU',[LLM ERROR],False
Show all of the programmes with titles that are related to climate,SELECT p.title from programmes as p WHERE p.title like '%climate%',SELECT DISTINCT T1.title FROM projects AS T1 JOIN project_programmes AS T2 ON T1.unics_id = T2.project WHERE T2.programme LIKE %climate%;,False
List the programms that have the term climate in the title,SELECT p.title from programmes as p WHERE p.title like '%climate%',[LLM ERROR],False
Show the title and amount of funds that have been allocated per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title",[LLM ERROR],False
List all of the titles and the amount of funding that has been dispersed per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title",[LLM ERROR],False
